,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4914,Good,Germany,Female,47,10,91522.04,2,True,True,138835.91,False
4915,Good,France,Male,45,1,0.0,2,True,True,36154.66,False
4916,Poor,Spain,Female,39,6,62052.28,1,False,True,59755.14,False
4917,Poor,France,Male,32,7,107871.72,1,True,False,125302.64,False
4918,Good,France,Female,36,2,99472.76,2,True,False,94274.72,True
4919,Good,Spain,Female,50,10,128039.01,1,True,True,102260.16,False
4920,Poor,France,Male,33,2,0.0,2,True,True,136028.97,False
4921,Poor,Spain,Female,33,8,114634.63,2,True,False,110114.38,True
4922,Good,France,Male,26,5,56738.47,2,True,True,100442.22,True
4923,Fair,Germany,Male,34,2,90355.12,2,False,False,193597.94,False
4924,Excellent,Germany,Male,36,5,115725.24,2,False,False,1871.25,False
4925,Excellent,Germany,Male,58,3,114327.59,2,True,True,42831.11,False
4926,Good,Germany,Female,36,6,100762.64,1,True,False,182156.86,False
4927,Fair,France,Female,40,9,0.0,1,False,False,151648.66,True
4928,Poor,Spain,Male,39,7,89039.9,2,True,True,146738.83,False
4929,Poor,France,Male,34,1,78829.53,1,True,True,12148.2,False
4930,Fair,Germany,Male,30,6,112372.96,1,True,True,118029.09,False
4931,Good,Germany,Male,81,6,122029.15,1,True,True,50783.88,False
4932,Good,France,Female,29,0,157829.12,1,False,False,129891.66,False
4933,Very_Poor,Germany,Female,31,1,108377.75,2,True,True,9904.63,False
4934,Good,France,Female,54,2,95507.12,1,True,True,63213.31,False
4935,Poor,Germany,Male,43,6,127146.68,1,False,False,137565.87,False
4936,Poor,Germany,Male,24,1,133811.78,1,True,False,17185.95,True
4937,Poor,France,Male,36,3,121092.47,2,False,True,143783.46,False
4938,Good,Germany,Male,34,10,126979.75,1,False,False,36823.28,False
4939,Fair,France,Male,37,5,144235.73,2,False,False,154957.66,True
4940,Good,France,Female,38,0,152582.2,2,False,False,31892.82,False
4941,Fair,Spain,Male,43,9,172478.15,1,True,False,191084.4,True
4942,Poor,France,Male,36,1,126477.42,1,False,False,179718.17,False
4943,Poor,Spain,Male,43,7,97473.87,2,True,True,159823.16,False
4944,Fair,France,Male,53,5,138053.67,1,False,True,114110.97,False
4945,Poor,France,Female,31,2,164003.05,2,True,True,60993.23,False
4946,Poor,France,Female,47,8,0.0,1,True,True,66408.01,True
4947,Good,France,Female,62,6,0.0,2,True,True,136398.9,False
4948,Good,Spain,Female,39,4,122486.11,2,True,True,140709.25,False
4949,Poor,France,Male,36,1,0.0,2,False,False,8555.73,False
4950,Fair,Germany,Female,45,6,53667.44,1,True,False,115022.94,False
4951,Fair,France,Male,20,7,0.0,2,False,False,187638.34,False
4952,Good,Spain,Male,58,9,109327.65,1,True,True,3829.13,False
4953,Fair,Spain,Male,34,1,121151.05,1,False,False,119357.93,False
4954,Good,Spain,Male,42,9,101043.63,1,True,True,192175.52,False
4955,Good,Germany,Male,33,3,83501.66,2,True,False,128841.31,False
4956,Fair,Spain,Male,33,2,80462.24,1,False,False,150422.35,False
4957,Good,France,Male,39,3,0.0,1,True,False,188187.05,False
4958,Fair,France,Male,37,6,109093.41,2,True,False,1775.52,False
4959,Poor,Spain,Female,46,5,140355.6,1,True,True,85086.78,False
4960,Excellent,France,Male,42,10,0.0,2,True,True,3797.79,False
4961,Good,Germany,Male,45,0,130170.82,2,True,False,150856.38,False
4962,Poor,France,Female,42,2,0.0,2,False,True,90537.47,False
4963,Poor,France,Male,40,0,109542.29,1,True,True,166370.81,False
4964,Very_Poor,France,Female,41,3,33563.95,2,True,False,178994.13,True
4965,Excellent,France,Male,36,1,148795.17,2,True,True,195681.43,False
4966,Fair,France,Male,64,9,0.0,2,True,True,53277.15,False
4967,Fair,Germany,Male,40,8,174126.75,3,True,False,172490.78,True
4968,Fair,Spain,Male,41,3,0.0,1,False,False,11819.84,False
4969,Fair,Spain,Female,35,1,106405.03,1,True,True,82900.25,False
4970,Good,Spain,Male,38,2,0.0,1,True,True,82709.8,False
4971,Good,Spain,Male,30,2,128393.29,1,True,True,180593.45,False
4972,Fair,Germany,Male,41,2,127841.52,1,True,False,172363.41,False
4973,Fair,France,Female,24,4,137295.19,2,True,True,91195.12,False
4974,Fair,Spain,Female,55,2,155828.22,1,False,True,108987.25,True
4975,Good,France,Male,39,6,0.0,2,True,False,44265.28,False
4976,Excellent,Germany,Female,25,7,144351.86,1,True,False,116613.26,False
4977,Good,Spain,Male,35,8,106365.29,1,True,True,148527.56,False
4978,Poor,Germany,Male,35,7,127801.88,1,False,True,84239.46,False
4979,Fair,Germany,Female,45,4,122793.96,1,True,True,62002.04,False
4980,Fair,Germany,Male,38,10,113525.84,1,True,False,46044.48,True
4981,Good,Spain,Female,23,6,136100.69,2,False,False,169669.33,True
4982,Fair,France,Male,30,7,0.0,2,True,True,156346.84,False
4983,Poor,France,Male,30,4,140916.81,1,True,False,157711.18,False
4984,Poor,France,Female,31,4,0.0,2,True,True,89087.4,False
4985,Poor,Germany,Male,26,4,121365.39,1,True,True,8742.36,False
4986,Good,Spain,Female,36,4,0.0,1,True,False,117038.96,False
4987,Very_Poor,France,Female,35,7,0.0,2,True,False,164241.67,False
4988,Fair,France,Male,47,3,93578.68,2,False,True,137720.56,True
4989,Fair,France,Male,40,9,0.0,1,True,False,106.67,False
4990,Fair,Spain,Female,33,8,115409.6,1,False,True,1539.21,False
4991,Very_Poor,France,Female,33,8,90791.69,1,True,True,59659.53,False
4992,Excellent,France,Female,62,9,123681.32,3,True,False,173586.63,True
4993,Poor,France,Female,44,6,92436.86,1,True,False,126033.9,False
4994,Excellent,Germany,Female,52,9,167194.36,1,True,True,62808.93,True
4995,Excellent,France,Female,36,4,0.0,2,False,True,147007.33,False
4996,Poor,Germany,Male,44,9,160838.13,2,True,False,196261.64,False
4997,Good,Spain,Male,43,1,0.0,1,True,False,44560.17,True
4998,Poor,Spain,Female,40,7,144470.77,1,True,True,18917.95,False
4999,Poor,Spain,Female,38,3,0.0,2,True,True,4525.4,False
5000,Excellent,Germany,Female,68,9,130169.27,2,False,True,93112.2,False
5001,Good,Spain,Male,35,4,0.0,2,True,True,9658.41,False
5002,Poor,France,Male,43,7,81076.8,2,True,True,182627.25,True
5003,Good,France,Male,36,7,0.0,1,True,True,13177.4,False
5004,Poor,Germany,Female,57,3,101465.31,1,True,False,43568.31,True
5005,Good,France,Male,48,5,0.0,1,False,True,117830.57,False
5006,Good,Germany,Female,37,0,113865.23,2,True,True,117396.25,False
5007,Poor,Spain,Female,46,7,87603.35,3,False,True,96929.24,True
5008,Poor,France,Male,36,4,120037.96,1,True,False,36275.94,False
5009,Fair,Spain,Male,33,4,0.0,2,True,False,116706.0,False
5010,Poor,Germany,Male,49,7,121205.15,4,True,True,168080.53,True
5011,Very_Poor,Spain,Male,47,8,75408.33,1,True,False,25887.89,True
5012,Poor,France,Male,40,5,0.0,2,True,True,122488.59,False
5013,Good,France,Female,40,3,0.0,1,True,False,113171.61,True
5014,Good,Spain,Female,35,5,0.0,2,False,False,100365.51,False
5015,Good,France,Male,50,6,121818.84,2,False,True,124151.37,False
5016,Poor,France,Female,29,8,0.0,2,True,False,112664.24,False
5017,Good,Germany,Male,34,6,141806.0,2,True,True,183494.87,False
5018,Poor,France,Female,51,8,61354.14,1,True,False,198810.65,True
5019,Excellent,Germany,Female,53,4,124954.94,1,False,True,131259.6,True
5020,Very_Poor,Germany,Female,68,1,95039.12,1,False,True,116471.14,True
5021,Fair,France,Female,29,9,103417.74,1,True,True,15336.4,False
5022,Good,France,Male,45,2,0.0,2,True,False,99593.28,False
5023,Poor,France,Male,40,10,43028.77,1,True,False,170514.21,False
5024,Good,Germany,Female,44,0,119638.21,1,True,True,34265.08,True
5025,Good,France,Male,37,3,122689.51,2,False,False,106977.53,True
5026,Fair,France,Male,44,10,0.0,2,False,False,164287.86,False
5027,Good,Germany,Male,37,8,73179.34,2,True,True,25292.53,False
5028,Very_Poor,France,Female,38,4,171913.87,1,True,False,51820.87,True
5029,Good,France,Male,38,5,0.0,2,True,True,81452.29,False
5030,Poor,Germany,Male,33,8,92659.2,2,True,False,1354.25,False
5031,Good,Germany,Female,34,7,137239.17,1,True,True,71379.92,True
5032,Good,Germany,Female,46,3,102955.14,2,True,False,154137.33,False
5033,Poor,France,Female,61,8,65190.29,1,True,True,64308.49,True
5034,Fair,Germany,Female,29,2,96863.52,2,True,True,31613.35,False
5035,Fair,Spain,Male,34,5,154983.98,1,True,False,27738.01,False
5036,Good,Germany,Male,59,3,106819.65,1,False,True,163570.25,False
5037,Fair,Spain,Male,38,7,128578.52,1,True,True,193878.51,False
5038,Fair,France,Female,63,2,126473.33,1,False,True,147545.65,False
5039,Fair,France,Female,38,5,110570.78,2,True,False,195906.59,False
5040,Excellent,Spain,Male,50,7,0.0,2,False,True,178458.86,False
5041,Poor,Spain,Male,29,8,0.0,2,True,False,156125.72,False
5042,Excellent,France,Female,33,3,0.0,2,True,True,11159.19,False
5043,Good,Spain,Female,44,2,0.0,2,False,False,45738.94,False
5044,Poor,France,Male,30,3,111099.79,2,False,False,140650.19,False
5045,Good,France,Female,29,3,0.0,3,True,False,4733.94,False
5046,Excellent,Spain,Male,25,3,100913.57,1,False,False,10579.72,False
5047,Very_Poor,Spain,Male,26,8,0.0,2,True,True,179655.87,False
5048,Good,France,Male,42,2,16893.59,1,True,True,77502.56,False
5049,Excellent,Spain,Male,38,10,122267.85,1,False,False,145759.93,False
5050,Good,France,Male,32,1,125685.79,1,True,True,56246.72,False
5051,Good,Spain,Male,36,8,127397.34,1,True,False,151335.24,False
5052,Good,France,Male,38,0,105271.56,1,False,True,179833.45,False
5053,Fair,Germany,Female,28,2,115265.14,1,False,False,191627.85,False
5054,Fair,Spain,Male,36,4,0.0,1,False,False,173016.46,False
5055,Good,Spain,Male,31,1,0.0,2,True,True,58469.75,False
5056,Good,Germany,Male,23,2,139542.82,1,False,True,28038.28,False
5057,Good,Germany,Female,46,3,111512.75,3,True,False,159576.75,True
5058,Good,France,Male,37,9,148466.93,2,False,True,151280.96,False
5059,Good,France,Male,29,4,0.0,2,True,False,139953.94,False
5060,Poor,France,Female,35,4,108155.49,1,True,False,105407.79,False
5061,Fair,France,Female,42,1,0.0,2,True,False,56865.62,False
5062,Excellent,Germany,Male,41,10,84622.13,1,True,True,198072.16,False
5063,Fair,Spain,Female,41,7,146997.64,2,False,False,137791.18,False
5064,Poor,France,Female,47,9,0.0,2,True,False,103787.28,False
5065,Excellent,France,Female,27,10,98590.25,1,True,False,30912.89,False
5066,Poor,France,Female,26,2,0.0,2,True,True,78651.55,False
5067,Poor,Germany,Female,45,8,134980.74,1,True,True,123309.57,True
5068,Good,Spain,Female,79,5,108078.56,1,True,True,174118.93,False
5069,Fair,Spain,Female,29,9,0.0,2,False,True,85736.26,False
5070,Fair,France,Female,42,6,0.0,2,False,False,121138.77,False
5071,Good,France,Male,35,5,106836.67,2,True,False,84199.78,False
5072,Very_Poor,France,Male,29,8,102490.27,1,False,True,181224.56,False
5073,Fair,Germany,Male,34,9,112746.54,2,False,False,141230.07,False
5074,Poor,France,Male,38,0,125487.89,1,False,False,158111.71,False
5075,Excellent,Spain,Male,25,8,142862.21,1,True,True,130639.01,False
5076,Good,France,Female,37,7,0.0,2,True,False,17040.82,False
5077,Fair,France,Male,34,10,0.0,2,True,False,25662.27,False
5078,Good,Spain,Male,35,6,79388.33,1,True,True,193360.69,False
5079,Very_Poor,France,Male,37,5,0.0,2,True,True,121485.1,False
5080,Good,France,Male,29,10,0.0,2,True,True,162452.65,False
5081,Fair,France,Female,31,6,107784.65,1,True,True,141137.53,False
5082,Good,Spain,Female,41,4,142880.28,3,False,False,185541.2,True
5083,Fair,Spain,Female,38,9,149571.94,1,True,False,118383.18,False
5084,Good,France,Male,49,1,142767.39,1,True,True,8214.41,False
5085,Poor,Germany,Male,49,8,121537.71,2,True,False,46521.45,True
5086,Good,Spain,Male,50,2,0.0,2,False,False,10772.13,False
5087,Good,Spain,Male,43,9,0.0,1,True,False,199290.68,True
5088,Poor,France,Male,42,4,89838.71,3,True,False,85983.54,True
5089,Good,Germany,Male,45,9,103399.87,1,False,False,129870.93,False
5090,Very_Poor,France,Female,30,9,0.0,2,False,False,63158.22,False
5091,Poor,Germany,Male,43,5,136855.94,2,True,False,171070.52,False
5092,Good,France,Female,39,0,0.0,2,True,False,53222.15,True
5093,Fair,Germany,Female,55,2,140891.46,3,True,True,179834.45,True
5094,Fair,France,Male,37,0,0.0,1,True,False,114514.64,False
5095,Good,Spain,Female,46,5,89364.91,1,False,True,139162.15,False
5096,Good,France,Female,29,7,146011.4,1,False,False,50249.16,False
5097,Fair,Spain,Male,20,8,0.0,2,True,True,113469.65,False
5098,Poor,Germany,Male,29,9,145294.08,2,True,False,147484.13,False
5099,Poor,Germany,Female,45,9,106000.12,1,False,False,191448.96,True
5100,Poor,Spain,Female,26,5,0.0,2,True,False,119381.41,False
5101,Fair,Spain,Female,58,2,0.0,2,True,True,33277.31,False
5102,Good,Spain,Male,20,9,104508.77,2,False,False,73107.53,False
5103,Excellent,Germany,Female,58,3,127539.3,1,True,True,96590.39,True
5104,Good,Spain,Male,44,7,0.0,1,False,True,6923.11,False
5105,Good,Germany,Male,51,3,96891.46,1,True,False,176403.33,True
5106,Poor,France,Female,32,1,78535.25,1,True,False,64349.6,False
5107,Excellent,Spain,Female,37,9,112712.17,1,True,False,116097.26,False
5108,Fair,Spain,Male,55,9,119618.42,1,True,True,29861.13,False
5109,Good,Spain,Female,28,6,0.0,1,True,False,48426.98,False
5110,Good,France,Female,33,8,74963.5,1,True,True,32770.56,False
5111,Fair,France,Male,26,1,138023.79,2,False,True,117060.2,False
5112,Poor,Spain,Female,28,4,0.0,1,True,True,136197.65,False
5113,Good,France,Female,47,1,185513.67,1,True,False,27438.83,False
5114,Good,France,Male,60,8,185648.56,1,False,False,192156.54,True
5115,Poor,Germany,Female,49,1,102286.6,3,True,False,69409.37,True
5116,Good,Germany,Male,38,4,128015.83,1,True,False,58440.43,False
5117,Good,France,Male,31,10,39539.39,2,False,False,192519.39,False
5118,Good,France,Male,40,3,0.0,1,True,True,144874.67,False
5119,Good,France,Male,37,3,77608.46,2,True,True,175373.46,False
5120,Good,France,Male,26,5,141462.13,1,True,False,440.2,False
5121,Good,Spain,Female,35,0,0.0,2,False,False,76637.38,False
5122,Fair,France,Male,27,2,131691.33,1,True,False,49480.66,False
5123,Excellent,Spain,Male,29,8,93833.86,1,False,True,10417.87,False
5124,Good,Spain,Female,46,7,137933.39,1,True,True,67976.57,False
5125,Poor,Spain,Male,54,8,105770.14,1,False,True,140929.98,True
5126,Fair,Spain,Female,54,5,0.0,2,False,True,47139.06,False
5127,Excellent,Spain,Female,38,8,0.0,2,False,True,126241.4,True
5128,Poor,France,Female,38,3,166328.65,2,False,True,22614.19,False
5129,Poor,Germany,Female,42,2,164307.77,1,True,False,48498.19,False
5130,Good,Germany,Male,38,9,163965.69,2,False,True,103511.26,False
5131,Good,France,Male,40,7,125608.72,1,True,False,122073.48,False
5132,Very_Poor,France,Female,66,9,0.0,1,True,False,65535.56,False
5133,Very_Poor,Spain,Male,37,6,118433.94,1,False,True,160060.9,False
5134,Excellent,France,Female,55,10,98488.08,1,True,False,155879.57,True
5135,Poor,France,Male,40,4,0.0,2,False,True,194416.58,False
5136,Good,Germany,Female,64,10,98362.35,2,True,True,21630.21,False
5137,Good,France,Female,51,6,144237.91,4,True,False,157143.61,True
5138,Excellent,France,Male,34,6,0.0,1,False,True,52796.31,False
5139,Good,Spain,Male,47,4,0.0,1,True,False,121798.52,True
5140,Fair,France,Female,29,4,105767.28,2,False,False,41104.82,False
5141,Good,Spain,Male,32,9,0.0,2,True,False,10604.48,False
5142,Good,Spain,Female,48,5,0.0,2,False,False,78563.66,False
5143,Fair,Spain,Male,31,2,0.0,1,True,True,170821.43,True
5144,Very_Poor,France,Female,25,3,134467.26,1,True,True,113266.09,False
5145,Excellent,Germany,Male,38,1,138515.02,1,True,True,171768.76,False
5146,Excellent,Germany,Male,32,2,128647.98,2,False,False,54416.18,False
5147,Good,France,Female,38,9,121858.98,1,True,False,130755.34,False
5148,Good,Spain,Male,70,3,0.0,2,True,True,141180.66,False
5149,Good,France,Female,49,1,120108.56,1,False,True,183421.76,False
5150,Poor,France,Female,37,0,196853.62,1,True,True,132770.11,False
5151,Good,France,Female,35,3,121418.62,1,True,True,24400.37,False
5152,Poor,Spain,Male,36,10,0.0,2,True,True,180318.6,False
5153,Good,France,Female,29,9,0.0,2,True,False,111565.45,False
5154,Good,Germany,Female,42,4,97495.8,2,False,False,2002.5,False
5155,Good,France,Female,42,3,0.0,2,False,False,82565.01,False
5156,Poor,Spain,Male,33,5,127343.4,1,False,True,121789.3,False
5157,Good,Spain,Female,50,0,158633.61,1,True,False,193785.87,False
5158,Poor,France,Male,55,9,0.0,1,True,False,64593.07,False
5159,Good,Spain,Female,69,9,183744.98,1,True,True,196993.69,False
5160,Poor,France,Male,44,6,0.0,2,True,True,175518.31,False
5161,Excellent,Spain,Male,46,9,0.0,1,False,False,17268.02,False
5162,Fair,France,Male,31,7,79962.92,2,True,False,60901.72,False
5163,Excellent,France,Female,36,10,0.0,2,True,True,100750.03,False
5164,Fair,France,Male,36,4,0.0,2,True,True,195224.91,False
5165,Excellent,France,Male,33,7,140956.99,1,False,False,3510.18,False
5166,Very_Poor,Spain,Female,43,6,0.0,1,True,True,81250.79,False
5167,Good,France,Male,29,7,0.0,2,True,True,91844.14,True
5168,Poor,Spain,Male,30,8,145241.63,1,True,True,80676.83,False
5169,Fair,Germany,Male,31,7,138008.06,2,True,False,129912.74,False
5170,Excellent,France,Female,31,4,0.0,2,True,True,142029.17,False
5171,Poor,France,Male,39,2,0.0,2,True,True,137651.6,False
5172,Poor,France,Male,37,2,0.0,2,True,False,33877.29,False
5173,Excellent,Spain,Male,38,9,0.0,1,True,False,78744.39,False
5174,Excellent,France,Male,34,7,0.0,2,True,False,96734.46,False
5175,Good,Spain,Female,29,9,127570.93,2,True,False,164756.81,False
5176,Good,France,Female,28,6,0.0,1,True,True,164394.65,False
5177,Poor,Spain,Female,27,5,107812.67,1,False,True,162501.83,True
5178,Excellent,Germany,Male,22,7,91560.58,2,False,False,10541.38,False
5179,Good,Germany,Male,34,6,121303.77,2,True,True,59325.21,False
5180,Poor,Spain,Male,43,8,161546.68,2,False,True,178187.28,False
5181,Good,Spain,Female,35,5,128415.45,1,True,False,142626.49,False
5182,Good,France,Female,31,2,57530.06,1,True,True,181893.31,True
5183,Good,France,Male,38,1,0.0,2,False,True,156858.2,False
5184,Good,France,Female,28,4,142243.54,2,True,False,33074.51,False
5185,Good,Germany,Female,39,9,138341.51,1,True,False,50072.94,True
5186,Fair,France,Male,32,9,0.0,2,True,False,111340.36,False
5187,Good,France,Female,30,2,0.0,2,False,True,100496.84,True
5188,Good,Spain,Male,30,4,0.0,3,True,False,101371.05,False
5189,Excellent,Spain,Male,41,5,146466.46,2,False,False,180934.67,False
5190,Good,Spain,Male,36,5,0.0,2,True,False,105152.17,False
5191,Good,France,Female,58,1,0.0,1,True,True,706.5,False
5192,Good,France,Female,39,8,0.0,2,True,True,101168.9,False
5193,Poor,Spain,Female,29,9,120307.58,1,True,True,6795.61,False
5194,Good,France,Male,27,4,87637.26,2,False,False,196111.35,False
5195,Excellent,Spain,Male,38,2,94652.04,1,True,True,171960.76,False
5196,Good,France,Female,22,7,114415.84,1,True,True,177497.4,False
5197,Excellent,France,Female,71,8,0.0,2,False,True,147995.96,False
5198,Fair,France,Male,40,1,84315.02,1,False,False,36209.1,False
5199,Excellent,Spain,Female,27,3,0.0,2,True,False,143614.01,False
5200,Poor,Germany,Male,42,9,93955.83,2,True,False,14828.54,False
5201,Poor,France,Male,36,1,67087.69,1,True,False,154775.7,False
5202,Poor,Germany,Female,22,6,101528.61,1,True,False,70529.0,True
5203,Good,Germany,Male,30,1,110824.52,1,True,True,57896.27,False
5204,Very_Poor,France,Female,33,8,0.0,1,True,True,69759.91,False
5205,Good,France,Male,28,8,179960.2,1,True,False,89938.08,False
5206,Very_Poor,France,Male,38,3,134006.77,1,True,False,89578.32,False
5207,Good,Germany,Female,37,10,121532.17,2,True,True,73464.88,False
5208,Good,Spain,Female,38,7,0.0,2,True,True,138542.87,False
5209,Good,Spain,Female,38,2,0.0,1,True,True,161888.63,False
5210,Poor,France,Male,35,7,129717.3,2,False,False,86937.2,False
